s,a,r,sp
137,1,0,0
0,1,-10,2
173,0,0,0
0,1,-10,2
83,0,0,0
0,1,-10,2
169,0,-1,0
0,0,-10,2
180,1,-1,0
0,0,-10,2
32,0,0,1
1,1,10,2
177,0,0,1
1,0,10,2
89,0,1,0
0,0,-10,2
53,0,1,1
1,0,10,2
51,0,0,0
0,1,-10,2
15,0,0,0
0,0,-10,2
82,0,-1,1
1,1,10,2
91,0,1,1
1,0,10,2
168,0,-1,0
0,1,-10,2
181,1,-1,0
0,0,-10,2
73,0,1,0
0,1,-10,2
179,1,-1,0
0,0,-10,2
179,1,-1,0
0,1,-10,2
36,1,-1,0
0,0,-10,2
180,0,1,1
1,1,10,2
109,0,1,1
1,1,10,2
168,0,-1,0
0,1,-10,2
36,0,1,1
1,1,10,2
138,0,0,0
0,1,-10,2
31,0,0,0
0,1,-10,2
177,0,0,0
0,1,-10,2
176,0,0,1
1,0,10,2
154,0,-1,0
0,1,-10,2
126,0,1,1
1,1,10,2
139,0,0,1
1,0,10,2
101,0,0,1
1,1,10,2
86,0,0,0
0,0,-10,2
55,0,1,1
1,0,10,2
127,1,-1,0
0,1,-10,2
176,0,0,1
1,0,10,2
181,1,-1,0
0,1,-10,2
134,0,-1,0
0,0,-10,2
30,1,0,0
0,0,-10,2
137,0,0,1
1,1,10,2
179,1,-1,0
0,0,-10,2
65,0,0,1
1,1,10,2
33,0,0,0
0,1,-10,2
181,0,1,1
1,0,10,2
157,0,0,0
0,0,-10,2
34,1,-1,0
0,0,-10,2
181,0,1,1
1,0,10,2
139,0,0,0
0,0,-10,2
20,0,1,0
0,0,-10,2
89,0,1,1
1,1,10,2
83,1,0,0
0,0,-10,2
33,0,0,0
0,0,-10,2
73,1,-1,0
0,0,-10,2
137,1,0,0
0,1,-10,2
31,0,0,0
0,0,-10,2
145,0,1,1
1,1,10,2
142,0,1,0
0,0,-10,2
178,0,1,0
0,1,-10,2
17,1,-1,0
0,0,-10,2
146,1,-1,0
0,1,-10,2
14,0,0,1
1,1,10,2
140,1,0,0
0,0,-10,2
181,1,-1,0
0,1,-10,2
153,0,-1,0
0,1,-10,2
29,0,0,1
1,1,10,2
144,1,-1,0
0,1,-10,2
137,0,0,0
0,1,-10,2
123,1,0,0
0,1,-10,2
175,0,0,0
0,1,-10,2
36,0,1,1
1,0,10,2
48,0,0,1
1,0,10,2
52,1,-1,0
0,0,-10,2
158,0,0,1
1,0,10,2
78,0,-1,0
0,0,-10,2
122,0,0,1
1,0,10,2
177,0,0,0
0,1,-10,2
124,0,1,0
0,1,-10,2
126,1,-1,0
0,0,-10,2
109,0,1,0
0,1,-10,2
67,1,0,0
0,0,-10,2
127,1,-1,0
0,0,-10,2
67,0,0,1
1,0,10,2
86,0,0,0
0,1,-10,2
158,0,0,1
1,1,10,2
168,0,-1,1
1,0,10,2
110,0,1,0
0,0,-10,2
16,0,1,0
0,1,-10,2
80,0,-1,0
0,0,-10,2
139,0,0,0
0,0,-10,2
124,1,-1,0
0,0,-10,2
173,1,0,0
0,1,-10,2
101,1,0,0
0,0,-10,2
14,0,0,0
0,1,-10,2
32,0,0,1
1,1,10,2
35,1,-1,0
0,1,-10,2
35,0,1,1
1,1,10,2
121,0,0,0
0,0,-10,2
144,0,1,0
0,1,-10,2
107,0,1,1
1,0,10,2
35,1,-1,0
0,1,-10,2
152,0,-1,0
0,0,-10,2
141,1,0,0
0,1,-10,2
52,0,1,1
1,0,10,2
85,1,0,0
0,0,-10,2
45,0,-1,1
1,0,10,2
179,0,1,1
1,0,10,2
17,1,-1,0
0,1,-10,2
104,1,0,0
0,0,-10,2
17,1,-1,0
0,1,-10,2
11,0,0,0
0,0,-10,2
121,0,0,0
0,0,-10,2
4,0,-1,0
0,1,-10,2
181,1,-1,0
0,0,-10,2
143,0,1,0
0,0,-10,2
176,1,0,0
0,0,-10,2
119,0,0,0
0,1,-10,2
180,0,1,1
1,1,10,2
179,1,-1,0
0,1,-10,2
66,0,0,0
0,1,-10,2
37,1,-1,0
0,1,-10,2
127,0,1,1
1,0,10,2
55,0,1,1
1,0,10,2
90,0,1,1
1,0,10,2
109,0,1,1
1,1,10,2
169,0,-1,0
0,0,-10,2
176,0,0,0
0,0,-10,2
176,0,0,0
0,1,-10,2
180,0,1,0
0,1,-10,2
178,0,1,1
1,0,10,2
109,0,1,0
0,0,-10,2
34,1,-1,0
0,1,-10,2
33,0,0,0
0,0,-10,2
32,0,0,0
0,1,-10,2
175,0,0,1
1,1,10,2
179,0,1,1
1,0,10,2
36,0,1,0
0,0,-10,2
160,1,-1,0
0,1,-10,2
85,0,0,0
0,0,-10,2
92,0,1,1
1,0,10,2
69,1,0,0
0,0,-10,2
155,1,0,0
0,0,-10,2
182,0,1,1
1,0,10,2
180,1,-1,0
0,0,-10,2
14,0,0,0
0,0,-10,2
91,0,1,1
1,1,10,2
124,0,1,0
0,1,-10,2
129,0,-1,0
0,1,-10,2
174,1,0,0
0,0,-10,2
163,0,1,0
0,1,-10,2
33,0,0,0
0,1,-10,2
170,0,-1,0
0,1,-10,2
83,0,0,0
0,0,-10,2
18,0,1,0
0,0,-10,2
55,0,1,1
1,1,10,2
17,0,1,0
0,1,-10,2
137,0,0,0
0,0,-10,2
29,0,0,0
0,1,-10,2
17,0,1,0
0,1,-10,2
162,0,1,0
0,1,-10,2
176,1,0,0
0,0,-10,2
126,1,-1,0
0,0,-10,2
20,0,1,0
0,1,-10,2
141,0,0,1
1,0,10,2
179,1,-1,0
0,0,-10,2
177,0,0,0
0,0,-10,2
124,0,1,1
1,0,10,2
34,0,1,1
1,0,10,2
126,1,-1,0
0,1,-10,2
33,0,0,0
0,1,-10,2
159,0,0,0
0,1,-10,2
36,0,1,0
0,1,-10,2
31,0,0,1
1,1,10,2
177,0,0,0
0,1,-10,2
37,0,1,1
1,1,10,2
12,0,0,0
0,0,-10,2
24,0,-1,0
0,0,-10,2
19,1,-1,0
0,0,-10,2
173,0,0,0
0,0,-10,2
83,0,0,0
0,1,-10,2
157,1,0,0
0,0,-10,2
46,0,-1,0
0,1,-10,2
142,0,1,1
1,1,10,2
85,0,0,0
0,1,-10,2
6,0,-1,0
0,0,-10,2
34,0,1,1
1,0,10,2
13,1,0,0
0,0,-10,2
30,0,0,0
0,1,-10,2
175,0,0,1
1,0,10,2
178,0,1,0
0,0,-10,2
4,0,-1,0
0,1,-10,2
105,0,0,0
0,1,-10,2
69,0,0,0
0,0,-10,2
37,1,-1,0
0,0,-10,2
67,0,0,0
0,0,-10,2
37,0,1,1
1,0,10,2
178,0,1,0
0,1,-10,2
12,0,0,0
0,0,-10,2
17,1,-1,0
0,0,-10,2
175,1,0,0
0,1,-10,2
115,0,-1,0
0,1,-10,2
181,0,1,1
1,0,10,2
108,1,-1,0
0,1,-10,2
173,1,0,0
0,1,-10,2
171,0,-1,1
1,0,10,2
87,0,0,0
0,1,-10,2
88,0,1,1
1,0,10,2
85,1,0,0
0,0,-10,2
142,0,1,1
1,1,10,2
18,1,-1,0
0,1,-10,2
138,0,0,0
0,0,-10,2
176,1,0,0
0,1,-10,2
69,1,0,0
0,0,-10,2
20,1,-1,0
0,1,-10,2
171,0,-1,1
1,0,10,2
180,1,-1,0
0,1,-10,2
182,0,1,1
1,0,10,2
56,1,-1,0
0,0,-10,2
161,0,1,1
1,0,10,2
51,1,0,0
0,0,-10,2
181,0,1,1
1,1,10,2
141,1,0,0
0,0,-10,2
90,1,-1,0
0,0,-10,2
33,1,0,0
0,1,-10,2
16,1,-1,0
0,0,-10,2
30,0,0,1
1,0,10,2
139,0,0,0
0,1,-10,2
176,0,0,0
0,0,-10,2
179,1,-1,0
0,0,-10,2
180,0,1,1
1,0,10,2
84,0,0,1
1,1,10,2
181,0,1,1
1,0,10,2
181,0,1,1
1,1,10,2
11,1,0,0
0,1,-10,2
122,0,0,0
0,1,-10,2
127,1,-1,0
0,0,-10,2
120,0,0,0
0,0,-10,2
179,0,1,0
0,0,-10,2
31,1,0,0
0,1,-10,2
82,0,-1,0
0,0,-10,2
34,0,1,0
0,1,-10,2
163,1,-1,0
0,1,-10,2
72,1,-1,0
0,0,-10,2
65,0,0,0
0,1,-10,2
54,1,-1,0
0,0,-10,2
162,0,1,1
1,0,10,2
71,0,1,1
1,1,10,2
169,0,-1,0
0,1,-10,2
54,0,1,1
1,1,10,2
47,0,0,0
0,0,-10,2
67,0,0,0
0,1,-10,2
177,0,0,0
0,0,-10,2
106,1,-1,0
0,1,-10,2
55,0,1,1
1,1,10,2
180,1,-1,0
0,1,-10,2
54,1,-1,0
0,1,-10,2
139,1,0,0
0,1,-10,2
181,1,-1,0
0,0,-10,2
55,1,-1,0
0,0,-10,2
143,1,-1,0
0,1,-10,2
161,0,1,0
0,1,-10,2
91,0,1,1
1,1,10,2
178,0,1,1
1,0,10,2
61,0,-1,1
1,1,10,2
159,1,0,0
0,1,-10,2
30,0,0,0
0,0,-10,2
174,0,0,1
1,0,10,2
173,0,0,0
0,0,-10,2
110,0,1,1
1,0,10,2
85,1,0,0
0,0,-10,2
181,0,1,0
0,0,-10,2
67,0,0,0
0,1,-10,2
181,1,-1,0
0,1,-10,2
175,0,0,0
0,0,-10,2
92,1,-1,0
0,1,-10,2
35,0,1,1
1,1,10,2
176,1,0,0
0,1,-10,2
145,0,1,1
1,0,10,2
178,0,1,0
0,1,-10,2
48,0,0,0
0,0,-10,2
175,0,0,0
0,0,-10,2
142,1,-1,0
0,0,-10,2
82,0,-1,1
1,0,10,2
73,1,-1,0
0,1,-10,2
11,1,0,0
0,1,-10,2
170,0,-1,0
0,1,-10,2
29,0,0,0
0,1,-10,2
179,1,-1,0
0,0,-10,2
181,0,1,0
0,0,-10,2
87,1,0,0
0,0,-10,2
22,0,-1,0
0,1,-10,2
155,0,0,0
0,0,-10,2
146,1,-1,0
0,1,-10,2
110,0,1,1
1,1,10,2
127,0,1,1
1,0,10,2
178,0,1,0
0,1,-10,2
82,0,-1,0
0,1,-10,2
73,0,1,1
1,1,10,2
146,0,1,1
1,0,10,2
151,0,-1,0
0,0,-10,2
123,0,0,0
0,1,-10,2
74,0,1,1
1,1,10,2
69,0,0,0
0,1,-10,2
138,0,0,0
0,1,-10,2
179,1,-1,0
0,0,-10,2
101,1,0,0
0,0,-10,2
104,0,0,1
1,1,10,2
8,0,-1,0
0,1,-10,2
176,1,0,0
0,1,-10,2
182,1,-1,0
0,1,-10,2
100,0,-1,0
0,1,-10,2
178,1,-1,0
0,1,-10,2
182,1,-1,0
0,0,-10,2
37,1,-1,0
0,0,-10,2
151,0,-1,1
1,1,10,2
179,0,1,1
1,1,10,2
120,0,0,0
0,0,-10,2
109,1,-1,0
0,1,-10,2
24,0,-1,0
0,0,-10,2
164,0,1,1
1,1,10,2
15,0,0,0
0,1,-10,2
14,0,0,0
0,1,-10,2
107,0,1,1
1,1,10,2
72,1,-1,0
0,1,-10,2
157,1,0,0
0,0,-10,2
38,0,1,1
1,0,10,2
144,1,-1,0
0,1,-10,2
105,0,0,0
0,1,-10,2
179,0,1,1
1,1,10,2
101,0,0,0
0,0,-10,2
128,1,-1,0
0,1,-10,2
178,0,1,1
1,1,10,2
90,0,1,1
1,1,10,2
14,1,0,0
0,1,-10,2
36,0,1,1
1,1,10,2
70,0,1,0
0,1,-10,2
36,0,1,0
0,1,-10,2
11,0,0,0
0,1,-10,2
158,1,0,0
0,0,-10,2
65,1,0,0
0,0,-10,2
181,0,1,1
1,1,10,2
29,0,0,0
0,0,-10,2
171,0,-1,1
1,1,10,2
144,1,-1,0
0,0,-10,2
85,0,0,0
0,0,-10,2
33,1,0,0
0,1,-10,2
139,0,0,0
0,0,-10,2
110,1,-1,0
0,1,-10,2
173,0,0,0
0,0,-10,2
179,0,1,0
0,1,-10,2
104,1,0,0
0,0,-10,2
110,0,1,1
1,1,10,2
155,0,0,0
0,1,-10,2
177,1,0,0
0,1,-10,2
160,0,1,0
0,1,-10,2
88,0,1,0
0,0,-10,2
108,1,-1,0
0,1,-10,2
18,0,1,1
1,1,10,2
178,0,1,0
0,1,-10,2
16,0,1,0
0,0,-10,2
16,0,1,0
0,0,-10,2
181,0,1,0
0,0,-10,2
181,0,1,0
0,1,-10,2
55,0,1,1
1,0,10,2
37,1,-1,0
0,0,-10,2
92,1,-1,0
0,0,-10,2
140,0,0,1
1,0,10,2
52,0,1,0
0,1,-10,2
180,0,1,1
1,0,10,2
172,0,-1,0
0,1,-10,2
178,0,1,0
0,0,-10,2
30,0,0,0
0,1,-10,2
178,1,-1,0
0,1,-10,2
49,0,0,0
0,1,-10,2
80,0,-1,0
0,1,-10,2
101,0,0,0
0,0,-10,2
182,1,-1,0
0,1,-10,2
14,0,0,0
0,0,-10,2
91,1,-1,0
0,1,-10,2
124,1,-1,0
0,0,-10,2
171,0,-1,0
0,0,-10,2
139,0,0,0
0,0,-10,2
177,0,0,0
0,0,-10,2
40,0,-1,0
0,1,-10,2
160,1,-1,0
0,0,-10,2
89,0,1,1
1,0,10,2
82,0,-1,0
0,0,-10,2
140,0,0,0
0,0,-10,2
72,1,-1,0
0,1,-10,2
145,0,1,1
1,1,10,2
164,0,1,1
1,0,10,2
33,0,0,0
0,0,-10,2
169,0,-1,0
0,0,-10,2
65,1,0,0
0,1,-10,2
159,1,0,0
0,1,-10,2
19,0,1,0
0,0,-10,2
36,1,-1,0
0,0,-10,2
109,0,1,1
1,0,10,2
178,1,-1,0
0,1,-10,2
69,0,0,0
0,1,-10,2
71,1,-1,0
0,0,-10,2
96,0,-1,0
0,0,-10,2
68,0,0,0
0,0,-10,2
54,1,-1,0
0,1,-10,2
54,1,-1,0
0,0,-10,2
179,1,-1,0
0,1,-10,2
163,0,1,1
1,1,10,2
124,0,1,0
0,1,-10,2
74,0,1,0
0,0,-10,2
176,0,0,0
0,0,-10,2
30,0,0,0
0,0,-10,2
33,0,0,0
0,1,-10,2
139,1,0,0
0,1,-10,2
128,0,1,1
1,1,10,2
139,0,0,1
1,0,10,2
179,1,-1,0
0,0,-10,2
106,0,1,1
1,0,10,2
16,0,1,0
0,0,-10,2
37,0,1,1
1,0,10,2
145,0,1,1
1,0,10,2
107,1,-1,0
0,0,-10,2
143,1,-1,0
0,0,-10,2
181,0,1,0
0,1,-10,2
181,0,1,1
1,1,10,2
141,0,0,0
0,1,-10,2
128,0,1,1
1,1,10,2
182,1,-1,0
0,1,-10,2
18,0,1,0
0,0,-10,2
177,1,0,0
0,1,-10,2
74,0,1,1
1,1,10,2
48,0,0,0
0,0,-10,2
88,0,1,1
1,1,10,2
107,1,-1,0
0,1,-10,2
164,0,1,1
1,1,10,2
19,0,1,0
0,1,-10,2
73,0,1,1
1,1,10,2
122,1,0,0
0,1,-10,2
5,0,-1,0
0,1,-10,2
114,0,-1,0
0,1,-10,2
146,1,-1,0
0,0,-10,2
73,0,1,0
0,0,-10,2
175,0,0,0
0,0,-10,2
12,0,0,0
0,1,-10,2
181,0,1,1
1,1,10,2
19,1,-1,0
0,1,-10,2
146,0,1,1
1,1,10,2
181,0,1,1
1,0,10,2
157,1,0,0
0,1,-10,2
179,0,1,0
0,1,-10,2
32,1,0,0
0,0,-10,2
101,0,0,1
1,1,10,2
90,1,-1,0
0,0,-10,2
72,1,-1,0
0,1,-10,2
106,1,-1,0
0,0,-10,2
181,0,1,1
1,1,10,2
181,1,-1,0
0,1,-10,2
87,0,0,0
0,0,-10,2
143,0,1,0
0,1,-10,2
177,0,0,0
0,1,-10,2
49,0,0,0
0,0,-10,2
139,1,0,0
0,0,-10,2
52,0,1,0
0,1,-10,2
53,1,-1,0
0,0,-10,2
179,1,-1,0
0,1,-10,2
19,1,-1,0
0,0,-10,2
19,1,-1,0
0,1,-10,2
180,0,1,1
1,1,10,2
104,0,0,1
1,1,10,2
37,0,1,1
1,1,10,2
160,1,-1,0
0,1,-10,2
20,0,1,1
1,0,10,2
37,1,-1,0
0,1,-10,2
50,0,0,0
0,1,-10,2
52,1,-1,0
0,1,-10,2
72,1,-1,0
0,0,-10,2
163,0,1,0
0,0,-10,2
73,0,1,1
1,1,10,2
174,0,0,0
0,0,-10,2
176,1,0,0
0,0,-10,2
180,0,1,1
1,0,10,2
126,1,-1,0
0,0,-10,2
125,0,1,1
1,1,10,2
54,0,1,1
1,1,10,2
157,0,0,0
0,0,-10,2
109,1,-1,0
0,1,-10,2
83,1,0,0
0,0,-10,2
182,0,1,1
1,1,10,2
176,0,0,1
1,1,10,2
113,0,-1,0
0,1,-10,2
174,0,0,0
0,0,-10,2
177,0,0,0
0,0,-10,2
35,0,1,0
0,1,-10,2
45,0,-1,1
1,0,10,2
175,0,0,1
1,1,10,2
69,0,0,0
0,0,-10,2
179,0,1,0
0,0,-10,2
73,0,1,1
1,1,10,2
181,1,-1,0
0,0,-10,2
51,0,0,1
1,1,10,2
181,1,-1,0
0,0,-10,2
103,0,0,0
0,0,-10,2
170,0,-1,0
0,1,-10,2
91,0,1,0
0,1,-10,2
71,1,-1,0
0,1,-10,2
177,1,0,0
0,0,-10,2
34,0,1,1
1,0,10,2
52,1,-1,0
0,1,-10,2
16,1,-1,0
0,1,-10,2
142,0,1,0
0,1,-10,2
174,0,0,0
0,1,-10,2
49,0,0,0
0,0,-10,2
72,0,1,1
1,0,10,2
30,1,0,0
0,0,-10,2
126,1,-1,0
0,0,-10,2
143,1,-1,0
0,1,-10,2
171,0,-1,0
0,0,-10,2
165,0,-1,1
1,0,10,2
174,0,0,0
0,1,-10,2
175,0,0,0
0,1,-10,2
162,0,1,1
1,1,10,2
31,0,0,1
1,0,10,2
123,0,0,0
0,1,-10,2
88,0,1,0
0,1,-10,2
64,0,-1,1
1,1,10,2
91,0,1,0
0,0,-10,2
47,0,0,0
0,0,-10,2
174,0,0,0
0,0,-10,2
166,0,-1,0
0,1,-10,2
179,1,-1,0
0,0,-10,2
53,1,-1,0
0,1,-10,2
47,0,0,0
0,1,-10,2
164,0,1,1
1,0,10,2
109,1,-1,0
0,0,-10,2
19,0,1,1
1,1,10,2
49,0,0,0
0,1,-10,2
49,0,0,0
0,1,-10,2
68,0,0,1
1,0,10,2
173,0,0,0
0,0,-10,2
126,1,-1,0
0,1,-10,2
27,0,-1,0
0,1,-10,2
176,1,0,0
0,0,-10,2
17,0,1,0
0,0,-10,2
177,1,0,0
0,1,-10,2
180,0,1,1
1,1,10,2
17,0,1,0
0,0,-10,2
177,0,0,0
0,1,-10,2
173,1,0,0
0,0,-10,2
169,0,-1,0
0,0,-10,2
84,0,0,0
0,1,-10,2
179,0,1,1
1,0,10,2
180,0,1,1
1,1,10,2
49,0,0,0
0,0,-10,2
170,0,-1,0
0,1,-10,2
44,0,-1,0
0,1,-10,2
36,0,1,1
1,0,10,2
146,0,1,1
1,0,10,2
163,0,1,1
1,0,10,2
180,1,-1,0
0,0,-10,2
143,0,1,0
0,0,-10,2
175,0,0,0
0,0,-10,2
163,0,1,1
1,1,10,2
179,0,1,0
0,1,-10,2
171,0,-1,0
0,1,-10,2
68,1,0,0
0,0,-10,2
11,0,0,0
0,0,-10,2
175,0,0,0
0,0,-10,2
179,0,1,1
1,1,10,2
89,0,1,1
1,1,10,2
140,0,0,0
0,0,-10,2
181,0,1,1
1,0,10,2
179,0,1,1
1,1,10,2
174,0,0,1
1,1,10,2
144,0,1,1
1,0,10,2
159,0,0,1
1,1,10,2
179,0,1,1
1,0,10,2
73,1,-1,0
0,0,-10,2
125,0,1,1
1,0,10,2
110,1,-1,0
0,1,-10,2
29,0,0,1
1,1,10,2
10,0,-1,1
1,1,10,2
175,0,0,1
1,0,10,2
177,0,0,1
1,0,10,2
34,0,1,0
0,1,-10,2
37,1,-1,0
0,0,-10,2
174,0,0,0
0,0,-10,2
120,0,0,0
0,1,-10,2
19,1,-1,0
0,0,-10,2
140,0,0,0
0,1,-10,2
10,0,-1,0
0,1,-10,2
173,0,0,0
0,0,-10,2
73,0,1,0
0,1,-10,2
155,0,0,1
1,0,10,2
175,0,0,0
0,1,-10,2
172,0,-1,1
1,0,10,2
73,0,1,1
1,1,10,2
173,0,0,0
0,0,-10,2
109,1,-1,0
0,0,-10,2
157,0,0,0
0,1,-10,2
178,0,1,0
0,0,-10,2
182,0,1,1
1,0,10,2
12,1,0,0
0,1,-10,2
20,1,-1,0
0,0,-10,2
164,0,1,0
0,1,-10,2
178,1,-1,0
0,1,-10,2
133,0,-1,0
0,0,-10,2
71,0,1,1
1,1,10,2
179,1,-1,0
0,0,-10,2
179,0,1,0
0,0,-10,2
173,0,0,0
0,1,-10,2
91,1,-1,0
0,1,-10,2
128,0,1,1
1,1,10,2
11,0,0,0
0,0,-10,2
181,1,-1,0
0,1,-10,2
145,1,-1,0
0,1,-10,2
90,1,-1,0
0,1,-10,2
182,0,1,1
1,0,10,2
161,1,-1,0
0,1,-10,2
88,1,-1,0
0,0,-10,2
15,0,0,1
1,1,10,2
37,0,1,0
0,1,-10,2
179,1,-1,0
0,1,-10,2
103,1,0,0
0,0,-10,2
180,1,-1,0
0,1,-10,2
32,0,0,0
0,1,-10,2
163,0,1,0
0,0,-10,2
74,1,-1,0
0,0,-10,2
169,0,-1,1
1,1,10,2
126,0,1,0
0,0,-10,2
17,0,1,0
0,1,-10,2
107,0,1,1
1,1,10,2
178,0,1,0
0,0,-10,2
12,0,0,0
0,0,-10,2
36,1,-1,0
0,1,-10,2
146,0,1,1
1,1,10,2
73,0,1,1
1,1,10,2
172,0,-1,0
0,0,-10,2
159,1,0,0
0,0,-10,2
72,1,-1,0
0,1,-10,2
164,0,1,1
1,1,10,2
66,1,0,0
0,0,-10,2
15,0,0,0
0,0,-10,2
181,0,1,1
1,0,10,2
129,0,-1,1
1,1,10,2
73,0,1,1
1,1,10,2
159,0,0,0
0,1,-10,2
145,0,1,0
0,0,-10,2
181,1,-1,0
0,1,-10,2
37,0,1,0
0,0,-10,2
87,0,0,1
1,1,10,2
172,0,-1,0
0,0,-10,2
55,1,-1,0
0,0,-10,2
30,1,0,0
0,0,-10,2
109,1,-1,0
0,1,-10,2
140,1,0,0
0,1,-10,2
35,0,1,1
1,1,10,2
181,1,-1,0
0,1,-10,2
12,0,0,0
0,1,-10,2
50,0,0,0
0,1,-10,2
105,1,0,0
0,0,-10,2
175,0,0,0
0,1,-10,2
177,0,0,0
0,0,-10,2
51,1,0,0
0,1,-10,2
36,1,-1,0
0,1,-10,2
180,1,-1,0
0,0,-10,2
11,0,0,0
0,0,-10,2
120,0,0,1
1,0,10,2
172,0,-1,0
0,1,-10,2
50,1,0,0
0,0,-10,2
56,0,1,1
1,1,10,2
177,0,0,0
0,0,-10,2
59,0,-1,0
0,1,-10,2
83,0,0,1
1,0,10,2
126,0,1,0
0,1,-10,2
56,1,-1,0
0,0,-10,2
128,1,-1,0
0,1,-10,2
163,0,1,1
1,0,10,2
16,1,-1,0
0,0,-10,2
156,0,0,0
0,1,-10,2
72,1,-1,0
0,1,-10,2
84,0,0,1
1,0,10,2
173,1,0,0
0,1,-10,2
56,0,1,0
0,1,-10,2
83,0,0,0
0,1,-10,2
86,0,0,1
1,0,10,2
134,0,-1,0
0,1,-10,2
164,0,1,1
1,1,10,2
14,0,0,0
0,1,-10,2
65,1,0,0
0,0,-10,2
55,0,1,1
1,0,10,2
173,0,0,0
0,1,-10,2
50,0,0,1
1,0,10,2
172,0,-1,0
0,1,-10,2
178,0,1,0
0,1,-10,2
123,0,0,0
0,1,-10,2
177,0,0,0
0,1,-10,2
16,0,1,0
0,0,-10,2
158,0,0,0
0,0,-10,2
144,1,-1,0
0,0,-10,2
137,0,0,0
0,1,-10,2
119,0,0,1
1,0,10,2
73,0,1,0
0,0,-10,2
119,0,0,0
0,1,-10,2
20,0,1,0
0,0,-10,2
19,0,1,1
1,0,10,2
161,1,-1,0
0,0,-10,2
116,0,-1,0
0,0,-10,2
11,0,0,0
0,1,-10,2
73,0,1,1
1,0,10,2
118,0,-1,0
0,0,-10,2
31,1,0,0
0,1,-10,2
88,1,-1,0
0,0,-10,2
119,0,0,0
0,0,-10,2
138,0,0,0
0,0,-10,2
110,0,1,1
1,1,10,2
15,0,0,0
0,1,-10,2
103,0,0,0
0,0,-10,2
177,1,0,0
0,1,-10,2
67,0,0,0
0,0,-10,2
157,1,0,0
0,1,-10,2
91,0,1,1
1,1,10,2
180,1,-1,0
0,1,-10,2
15,0,0,0
0,0,-10,2
72,1,-1,0
0,1,-10,2
178,0,1,0
0,0,-10,2
51,0,0,0
0,0,-10,2
175,1,0,0
0,0,-10,2
31,0,0,1
1,1,10,2
177,1,0,0
0,1,-10,2
102,0,0,0
0,0,-10,2
156,0,0,1
1,0,10,2
50,0,0,0
0,0,-10,2
145,1,-1,0
0,0,-10,2
69,1,0,0
0,0,-10,2
90,1,-1,0
0,1,-10,2
138,0,0,0
0,0,-10,2
143,0,1,0
0,1,-10,2
139,1,0,0
0,0,-10,2
172,0,-1,0
0,0,-10,2
52,0,1,1
1,1,10,2
110,1,-1,0
0,0,-10,2
109,1,-1,0
0,0,-10,2
30,0,0,0
0,1,-10,2
142,0,1,0
0,0,-10,2
146,0,1,1
1,1,10,2
14,0,0,0
0,1,-10,2
50,0,0,1
1,1,10,2
24,0,-1,0
0,0,-10,2
16,1,-1,0
0,1,-10,2
173,0,0,0
0,1,-10,2
107,1,-1,0
0,1,-10,2
19,0,1,0
0,1,-10,2
110,0,1,1
1,1,10,2
65,0,0,1
1,0,10,2
176,0,0,0
0,0,-10,2
36,0,1,0
0,1,-10,2
175,1,0,0
0,0,-10,2
69,0,0,0
0,1,-10,2
177,0,0,0
0,0,-10,2
168,0,-1,0
0,0,-10,2
33,0,0,0
0,1,-10,2
127,0,1,1
1,0,10,2
15,0,0,1
1,0,10,2
106,0,1,0
0,0,-10,2
91,1,-1,0
0,1,-10,2
119,1,0,0
0,1,-10,2
144,1,-1,0
0,1,-10,2
173,0,0,0
0,0,-10,2
182,0,1,1
1,1,10,2
103,0,0,0
0,0,-10,2
182,1,-1,0
0,0,-10,2
175,0,0,0
0,1,-10,2
106,0,1,0
0,1,-10,2
86,0,0,1
1,0,10,2
143,1,-1,0
0,1,-10,2
181,0,1,0
0,1,-10,2
154,0,-1,0
0,1,-10,2
43,0,-1,0
0,1,-10,2
181,1,-1,0
0,0,-10,2
161,1,-1,0
0,1,-10,2
138,1,0,0
0,0,-10,2
67,0,0,0
0,0,-10,2
169,0,-1,1
1,1,10,2
173,1,0,0
0,0,-10,2
178,0,1,0
0,1,-10,2
38,1,-1,0
0,1,-10,2
179,0,1,0
0,0,-10,2
181,1,-1,0
0,0,-10,2
180,0,1,0
0,1,-10,2
34,0,1,0
0,0,-10,2
32,0,0,0
0,1,-10,2
54,0,1,0
0,1,-10,2
141,0,0,0
0,1,-10,2
145,1,-1,0
0,1,-10,2
178,0,1,0
0,0,-10,2
92,0,1,1
1,0,10,2
87,1,0,0
0,1,-10,2
51,1,0,0
0,1,-10,2
47,0,0,0
0,1,-10,2
176,0,0,0
0,0,-10,2
77,0,-1,1
1,1,10,2
156,0,0,0
0,1,-10,2
70,0,1,1
1,1,10,2
125,1,-1,0
0,1,-10,2
176,0,0,0
0,1,-10,2
37,0,1,1
1,0,10,2
177,0,0,1
1,1,10,2
24,0,-1,1
1,0,10,2
19,0,1,1
1,0,10,2
174,0,0,0
0,0,-10,2
57,0,-1,0
0,1,-10,2
121,1,0,0
0,1,-10,2
177,0,0,0
0,1,-10,2
176,0,0,0
0,1,-10,2
173,0,0,0
0,0,-10,2
15,0,0,0
0,1,-10,2
110,0,1,1
1,1,10,2
182,0,1,1
1,0,10,2
178,1,-1,0
0,1,-10,2
181,0,1,1
1,1,10,2
144,1,-1,0
0,1,-10,2
168,0,-1,0
0,1,-10,2
175,1,0,0
0,1,-10,2
172,0,-1,0
0,1,-10,2
